上櫃股票每日收盤行情(不含定價) 
產業類別:所有證券(不含權證、牛熊證) 
資料日期:105/10/07
代號,名稱,收盤 ,漲跌,開盤 ,最高 ,最低,成交股數  , 成交金額(元), 成交筆數 ,最後買價,最後賣價,發行股數 ,次日漲停價 ,次日跌停價
"5340","建榮","5.29","+ 0.01 ","5.25","5.29","5.20","127,000","665,860","33","5.23","5.29","165,893,964","5.81","4.77"
"5344","立衛","5.49","- 0.07 ","5.51","5.57","5.49","47,000","258,690","23","5.49","5.57","79,447,460","6.03","4.95"
"5345","天揚","8.75","0.00 ","8.75","8.75","8.75","5,000","43,750","1","8.75","8.89","50,000,000","9.62","7.88"
"5347","世界","60.00","+ 0.80 ","59.10","60.00","59.00","1,828,000","108,831,300","1,247","59.70","60.00","1,638,982,267","66.00","54.00"
"5348","系通","5.27","+ 0.41 ","4.86","5.27","4.86","3,000","14,990","3","4.73","5.28","25,950,310","5.79","4.75"
"5349","先豐","33.15","- 2.10 ","34.50","34.60","32.70","5,472,000","183,826,900","2,901","33.15","33.20","224,096,373","36.45","29.85"
"5351","鈺創","13.05","- 0.20 ","13.30","13.30","13.05","971,000","12,740,950","383","13.05","13.10","437,007,337","14.35","11.75"
"5353","台林","10.70","+ 0.15 ","10.65","10.80","10.60","173,000","1,848,850","72","10.70","10.75","81,850,000","11.75","9.63"
"5355","佳總","6.89","- 0.27 ","7.10","7.17","6.88","658,000","4,625,740","209","6.89","6.90","166,122,792","7.57","6.21"
"5356","協益","39.50","+ 0.75 ","39.20","39.80","39.20","591,000","23,362,300","383","39.45","39.50","128,800,000","43.45","35.55"
"5364","力麗店"," ----","--- ","----","----","----","0","0","0","22.45","23.30","14,099,940","24.65","20.25"
"5371","中光電","33.75","- 0.25 ","34.20","34.25","33.65","302,000","10,241,850","235","33.75","33.95","434,423,110","37.10","30.40"
"5381","合正","1.85","0.00 ","1.85","1.85","1.85","30,000","55,500","1","1.81","1.90","187,054,388","2.03","1.67"
"5383","金利","8.95","- 0.13 ","8.85","9.05","8.85","4,000","35,700","3","8.83","8.99","71,414,234","9.84","8.06"
"5384","捷元","12.55","- 0.05 ","12.60","12.75","12.30","55,000","694,350","18","12.30","12.55","79,569,450","13.80","11.30"
"5386","青雲","20.50","0.00 ","21.00","21.00","20.50","37,000","763,850","19","20.20","20.75","13,516,047","22.55","18.45"
"5392","應華","53.60","- 1.10 ","55.00","55.80","53.60","934,000","50,840,600","650","53.60","53.80","102,767,670","58.90","48.25"
"5398","力瑋","45.10","- 1.40 ","45.50","46.40","44.30","730,000","33,013,050","432","45.10","45.20","39,300,460","49.60","40.60"
"5403","中菲","32.65","- 0.10 ","32.75","33.15","32.65","131,000","4,307,850","66","32.60","32.65","62,630,041","35.90","29.40"
"5410","國眾","14.00","+ 0.20 ","13.80","14.05","13.80","533,000","7,437,350","192","13.90","14.00","85,900,123","15.40","12.60"
"5425","台半","37.20","- 0.50 ","37.80","37.80","37.10","850,000","31,784,500","425","37.20","37.30","240,468,327","40.90","33.50"
"5426","振發","12.65","0.00 ","12.65","12.65","12.60","53,000","670,400","16","12.65","12.70","143,800,000","13.90","11.40"
"5432","達威","16.25","0.00 ","15.70","16.25","15.55","23,000","365,100","15","15.70","16.25","20,687,804","17.85","14.65"
"5438","東友","12.05","+ 0.05 ","12.00","12.05","11.85","133,000","1,593,900","49","11.90","12.05","112,536,565","13.25","10.85"
"5439","高技","29.15","- 0.25 ","29.50","29.55","28.80","431,000","12,608,350","253","29.00","29.15","77,975,752","32.05","26.25"
"5443","均豪","21.80","- 0.40 ","22.20","22.45","21.80","2,195,000","48,605,750","877","21.80","21.85","165,136,144","23.95","19.65"
"5450","寶聯通","8.96","- 0.09 ","9.00","9.05","8.94","29,000","260,710","13","8.96","9.08","50,392,250","9.85","8.07"
"5452","佶優","10.05","+ 0.09 ","9.96","10.05","9.96","118,000","1,182,060","49","9.98","10.05","149,233,669","11.05","9.05"
"5455","訊利電"," ----","--- ","----","----","----","0","0","0","6.01","6.97","35,501,813","7.04","5.76"
"5457","宣德","25.95","- 1.15 ","26.85","26.95","25.90","1,980,000","51,872,300","782","25.95","26.00","167,800,000","28.50","23.40"
"5460","同協","11.90","- 0.10 ","11.80","11.95","11.80","48,000","568,600","23","11.90","11.95","72,032,030","13.05","10.75"
"5464","霖宏","16.60","+ 0.15 ","16.90","17.05","16.50","178,000","2,973,150","89","16.55","16.60","71,071,490","18.25","14.95"
"5465","富驊","15.85","- 0.60 ","16.40","16.80","15.75","1,391,000","22,419,050","587","15.85","15.90","144,091,811","17.40","14.30"
"5468","凱鈺","6.54","- 0.16 ","6.80","6.98","6.52","55,000","367,550","22","6.54","6.93","69,822,909","7.19","5.89"
"5474","聰泰","74.90","- 1.00 ","76.40","76.40","74.40","281,000","21,176,300","218","74.90","75.30","33,729,787","82.30","67.50"
"5475","德宏","3.82","+ 0.15 ","3.62","3.89","3.62","783,000","2,963,250","237","3.82","3.84","220,654,743","4.20","3.44"
"5478","智冠","64.50","- 0.80 ","65.30","65.40","63.90","297,000","19,160,700","200","64.20","64.50","127,474,332","70.90","58.10"
"5480","統盟","12.40","- 0.20 ","12.60","12.60","12.35","413,000","5,127,900","166","12.40","12.45","199,097,830","13.60","11.20"
"5481","華韡","17.70","- 0.15 ","17.70","17.80","17.50","272,000","4,797,100","99","17.60","17.70","97,281,891","19.45","15.95"
"5483","中美晶","34.20","- 0.40 ","34.50","34.65","33.90","5,714,000","195,334,700","2,575","34.15","34.20","580,031,151","37.60","30.80"
"5487","通泰","25.25","+ 0.05 ","25.30","25.30","25.10","87,000","2,188,950","46","25.25","25.30","22,134,516","27.75","22.75"
"5488","松普","6.84","0.00 ","6.89","6.89","6.79","55,000","374,950","17","6.79","6.84","91,586,124","7.52","6.16"
"5489","彩富","42.00","0.00 ","42.00","42.00","41.30","49,000","2,055,800","23","41.80","42.10","104,175,441","46.20","37.80"
"5490","同亨","46.20","- 0.60 ","46.80","46.95","46.00","442,000","20,529,200","296","46.20","46.45","94,396,601","50.80","41.60"
"5491","連展","7.82","- 0.06 ","7.87","7.87","7.80","156,000","1,220,320","76","7.81","7.82","207,290,721","8.60","7.04"
"5493","三聯","30.20","0.00 ","30.05","30.20","30.00","28,000","840,500","11","30.05","30.15","44,264,695","33.20","27.20"
"5498","凱崴","9.84","- 0.26 ","10.20","10.20","9.82","444,000","4,415,140","162","9.84","9.88","161,895,880","10.80","8.86"
"5508","永信建","25.40","0.00 ","25.75","25.75","25.35","110,000","2,810,800","61","25.35","25.40","217,428,133","27.90","22.90"
"5511","德昌","23.60","+ 0.10 ","23.50","23.60","23.20","45,000","1,053,300","20","23.50","23.60","133,461,469","25.95","21.25"
"5512","力麒","8.89","- 0.03 ","8.92","8.92","8.88","411,000","3,652,790","65","8.89","8.90","743,992,712","9.77","8.01"
"5514","三豐","9.11","+ 0.01 ","9.11","9.16","9.11","14,000","127,590","8","9.11","9.18","176,643,300","10.00","8.20"
"5516","雙喜","8.97","0.00 ","8.97","8.97","8.89","14,000","125,080","8","8.85","8.99","38,295,000","9.86","8.08"
"5520","力泰","27.35","- 0.10 ","27.35","27.35","27.35","1,000","27,350","1","27.05","27.45","70,959,112","30.05","24.65"
"5523","豐謙"," ----","--- ","----","----","----","0","0","0","7.20","7.51","112,851,835","7.97","6.53"
"5529","志嘉","9.56","+ 0.06 ","9.45","9.56","9.36","14,000","131,750","11","9.36","9.54","104,270,202","10.50","8.61"
"5530","龍巖","54.50","- 0.10 ","53.90","54.50","53.90","122,000","6,595,900","64","54.30","54.50","399,084,199","59.90","49.05"
"5536","聖暉","83.70","- 0.40 ","83.70","84.20","83.20","55,000","4,594,100","36","83.70","83.90","47,307,819","92.00","75.40"
"5543","崇佑-KY","28.00","- 0.45 ","26.05","28.00","26.05","191,000","5,208,500","115","28.00","28.15","27,199,996","30.80","25.20"
"5601","台聯櫃"," ----","--- ","----","----","----","0","0","0","23.50","24.70","64,800,000","27.15","22.25"
"5603","陸海","13.45","- 0.10 ","13.50","13.55","13.45","22,000","297,000","9","13.45","13.50","78,324,575","14.75","12.15"
"5604","中連貨","33.65","- 0.55 ","33.65","33.65","33.65","15,000","504,750","5","33.60","34.00","108,782,968","37.00","30.30"
"5609","中菲行","20.55","+ 0.25 ","20.30","20.80","20.15","917,000","18,858,550","358","20.55","20.60","129,000,000","22.60","18.50"
"5701","劍湖山","3.00","0.00 ","3.00","3.02","2.98","236,000","707,550","45","2.98","3.00","253,756,957","3.30","2.70"
"5703","亞都"," ----","--- ","----","----","----","0","0","0","23.65","24.70","70,239,594","26.75","21.95"
"5704","老爺知","26.50","+ 0.05 ","26.45","26.50","26.45","15,000","396,900","6","26.50","26.60","38,861,658","29.15","23.85"
"5820","日盛金","6.55","+ 0.02 ","6.54","6.56","6.53","490,000","3,204,960","124","6.54","6.55","3,542,360,671","7.20","5.90"
"5878","台名","43.25","- 0.30 ","43.15","43.25","43.15","2,000","86,400","2","43.20","43.95","23,688,000","47.55","38.95"
"5902","德記","12.70","+ 0.15 ","12.55","12.70","12.55","12,000","150,750","6","12.55","12.75","94,500,000","13.95","11.45"
"5903","全家","222.00","- 2.00 ","222.50","224.00","220.50","37,000","8,210,500","27","221.00","222.00","223,220,000","244.00","200.00"
"5904","寶雅","467.00","- 10.00 ","477.00","477.00","467.00","36,000","16,968,000","35","466.00","467.00","96,476,038","513.00","420.50"
"5905","南仁湖","7.69","- 0.02 ","7.70","7.70","7.65","196,000","1,504,970","56","7.69","7.70","203,916,957","8.45","6.93"
"6015","宏遠證","6.09","- 0.01 ","6.07","6.10","6.06","247,000","1,503,240","66","6.08","6.09","405,000,775","6.69","5.49"
"6016","康和證","6.02","- 0.03 ","6.05","6.05","6.02","47,000","283,260","25","6.02","6.05","658,336,792","6.62","5.42"
"6020","大展證","11.80","- 0.15 ","12.05","12.05","11.80","17,000","201,900","9","11.80","11.95","252,353,154","12.95","10.65"
"6021","大慶證","8.11","- 0.10 ","8.20","8.20","8.11","28,000","228,280","9","8.11","8.20","306,755,974","8.92","7.30"
"6022","大眾證","7.98","- 0.02 ","8.06","8.06","7.97","165,000","1,318,570","42","7.98","8.02","377,761,822","8.77","7.19"
"6023","元大期","36.80","0.00 ","36.80","36.90","36.75","53,000","1,952,150","40","36.80","36.90","232,276,288","40.45","33.15"
"6024","群益期","37.05","+ 0.05 ","36.95","37.35","36.95","143,000","5,315,350","88","37.05","37.10","122,397,804","40.75","33.35"
"6026","福邦證","7.78","- 0.02 ","7.81","7.81","7.78","21,000","163,860","6","7.75","7.81","241,700,000","8.55","7.01"
"6101","弘捷","15.80","0.00 ","15.85","15.90","15.80","27,000","427,500","14","15.55","15.70","69,826,850","17.35","14.25"
"6103","合邦"," ----","--- ","----","----","----","0","0","0","0.00","14.90","57,084,974","16.35","13.45"
"6104","創惟","41.90","+ 0.20 ","42.00","42.50","41.80","1,162,000","49,007,950","650","41.90","42.05","90,669,184","46.05","37.75"
"6105","瑞傳","45.60","+ 0.30 ","45.40","45.60","45.15","310,000","14,067,400","187","45.50","45.60","102,615,790","50.10","41.05"
"6107","華美","72.30","- 0.10 ","72.30","72.30","71.20","239,000","17,157,100","153","71.60","72.40","79,656,169","79.50","65.10"
"6109","亞元","12.35","+ 0.05 ","12.25","12.35","12.25","16,000","196,100","10","12.25","12.35","72,686,518","13.55","11.15"
"6111","大宇資","126.00","- 0.50 ","126.50","126.50","121.50","513,000","63,989,000","361","125.50","126.00","48,200,830","138.50","113.50"
"6113","亞矽","8.88","- 0.04 ","8.92","8.92","8.75","17,000","150,210","11","8.85","8.89","50,047,100","9.76","8.00"
"6114","久威","49.35","- 0.35 ","49.70","49.70","49.30","66,000","3,262,350","34","49.30","49.70","39,776,872","54.20","44.45"
"6118","建達","6.90","0.00 ","6.92","6.96","6.90","92,000","635,840","34","6.90","6.95","90,889,573","7.59","6.21"
"6121","新普","100.50","- 1.00 ","102.00","102.00","100.00","1,370,000","138,041,500","1,106","100.50","101.00","308,284,198","110.50","90.50"
"6122","擎邦","8.95","+ 0.44 ","8.57","9.05","8.57","1,067,000","9,468,890","368","8.95","8.97","68,729,089","9.84","8.06"
"6123","上奇","33.70","+ 0.20 ","33.50","33.75","33.30","240,000","8,065,350","135","33.65","33.70","55,143,312","37.05","30.35"
"6124","業強","30.80","- 0.35 ","31.20","31.20","30.15","55,000","1,669,650","39","30.40","30.80","182,479,945","33.85","27.75"
"6125","廣運","12.10","0.00 ","12.15","12.20","12.10","710,000","8,639,150","230","12.10","12.15","254,011,150","13.30","10.90"
"6126","信音","11.30","0.00 ","11.50","11.50","11.30","245,000","2,783,650","85","11.30","11.40","113,693,175","12.40","10.20"
"6127","九豪","13.65","+ 0.05 ","13.75","14.10","13.55","460,000","6,343,300","250","13.65","13.75","85,041,546","15.00","12.30"
"6129","普誠","9.22","- 0.10 ","9.31","9.31","9.19","378,000","3,487,390","137","9.22","9.26","180,943,675","10.10","8.30"
"6130","基因","24.05","+ 0.05 ","24.05","24.05","24.05","1,000","24,050","1","24.00","24.50","26,700,000","26.45","21.65"
"6134","萬旭","10.60","0.00 ","10.50","10.70","10.50","213,000","2,243,450","71","10.60","10.65","92,799,991","11.65","9.54"
"6138","茂達","30.15","- 0.10 ","30.20","30.35","29.65","1,055,000","31,587,950","621","30.10","30.15","101,448,572","33.15","27.15"
"6140","訊達","11.15","+ 0.10 ","11.15","11.15","11.15","1,000","11,150","1","10.70","11.05","38,367,906","12.25","10.05"
"6143","振曜","62.10","- 0.70 ","62.40","64.00","62.10","635,000","39,696,000","355","62.00","62.10","83,280,897","68.30","55.90"
"6144","得利影","9.10","- 0.38 ","9.10","9.13","9.10","10,000","91,110","6","8.55","9.10","73,117,806","10.00","8.19"
"6146","耕興","157.50","+ 0.50 ","158.50","158.50","156.00","188,000","29,540,000","154","156.00","157.50","90,032,525","173.00","142.00"
"6147","頎邦","47.75","+ 1.05 ","46.70","47.80","46.60","8,106,000","381,871,850","3,779","47.70","47.75","649,261,998","52.50","43.00"
"6148","驊宏資","6.77","+ 0.03 ","6.75","6.82","6.75","33,000","223,750","15","6.75","6.77","90,002,000","7.44","6.10"
"6150","撼訊","13.35","- 0.15 ","13.15","14.00","12.50","1,712,000","22,771,600","647","13.30","13.35","50,440,091","14.65","12.05"
"6151","晉倫","23.30","- 0.10 ","23.40","23.45","23.20","80,000","1,861,100","37","23.20","23.30","55,257,300","25.60","21.00"
"6154","順發","16.55","+ 0.05 ","16.50","16.90","16.50","64,000","1,063,500","35","16.50","16.60","80,080,000","18.20","14.90"
"6156","松上","16.20","0.00 ","16.40","16.40","16.05","137,000","2,213,650","42","16.20","16.25","77,381,355","17.80","14.60"
"6158","禾昌","16.60","- 0.25 ","16.85","16.85","16.60","174,000","2,903,650","91","16.60","16.70","113,468,975","18.25","14.95"
"6160","欣技","27.70","- 0.25 ","28.20","28.30","27.70","250,000","6,981,300","88","27.70","27.90","68,489,120","30.45","24.95"
"6161","捷波","8.83","- 0.11 ","8.94","8.95","8.83","325,000","2,883,250","90","8.83","8.89","120,833,290","9.71","7.95"
"6163","華電網","10.70","- 0.20 ","10.90","10.90","10.65","803,000","8,637,400","201","10.70","10.80","103,481,692","11.75","9.63"
"6167","久正","6.53","- 0.07 ","6.67","6.67","6.51","408,000","2,675,080","130","6.53","6.55","162,173,221","7.18","5.88"
"6169","昱泉","29.25","- 0.15 ","29.60","29.80","29.20","51,000","1,502,650","35","29.25","29.35","35,473,750","32.15","26.35"
"6170","統振","9.71","- 0.19 ","9.99","10.05","9.71","218,000","2,157,840","118","9.67","9.79","89,670,038","10.65","8.74"
"6171","亞銳士","10.85","0.00 ","10.85","10.85","10.85","31,000","336,350","5","10.85","11.05","75,351,921","11.90","9.77"
"6173","信昌電","17.65","- 0.25 ","17.90","17.95","17.50","902,000","16,012,500","420","17.60","17.65","185,116,308","19.40","15.90"
"6174","安碁","15.50","- 0.05 ","15.55","15.55","15.40","17,000","263,400","6","15.40","15.55","50,000,000","17.05","13.95"
"6175","立敦","13.90","+ 0.30 ","13.80","13.90","13.70","177,000","2,451,600","49","13.85","13.95","137,870,516","15.25","12.55"
"6179","亞通","51.00","0.00 ","50.90","51.00","49.85","312,000","15,676,650","193","50.90","51.00","50,156,326","56.10","45.90"
"6180","橘子","28.20","- 0.45 ","28.70","28.75","28.10","911,000","25,759,350","509","28.20","28.25","157,593,615","31.00","25.40"
"6182","合晶","9.12","- 0.10 ","9.23","9.30","9.12","869,000","7,985,680","350","9.12","9.13","413,085,575","10.00","8.21"
"6185","幃翔","20.20","+ 0.10 ","20.15","20.25","20.05","177,000","3,565,800","88","20.15","20.20","118,858,390","22.20","18.20"
"6186","新潤","22.35","0.00 ","22.45","22.45","22.20","120,000","2,677,850","58","22.25","22.35","71,690,408","24.55","20.15"
"6187","萬潤","54.00","- 2.20 ","56.30","56.50","54.00","3,256,000","178,595,800","1,866","54.00","54.10","84,238,902","59.40","48.60"
"6188","廣明","32.70","+ 0.20 ","32.60","33.00","32.50","733,000","23,968,150","344","32.70","32.75","278,358,910","35.95","29.45"
"6190","萬泰科","12.85","- 0.10 ","13.00","13.05","12.85","1,600,000","20,653,850","424","12.85","12.90","120,760,823","14.10","11.60"
"6194","育富","17.15","- 0.05 ","17.05","17.20","16.95","116,000","1,983,500","54","17.10","17.15","80,000,000","18.85","15.45"
"6195","詩肯","48.00","+ 0.10 ","48.10","48.10","47.65","19,000","911,100","12","47.50","48.10","42,982,940","52.80","43.20"
"6198","凌泰","22.60","+ 1.10 ","22.60","22.60","22.60","4,000","90,400","4","22.15","23.10","20,135,350","24.85","20.35"
"6199","天品","26.70","0.00 ","27.00","29.35","26.40","203,000","5,539,750","51","26.70","28.30","61,760,018","29.35","24.05"
"6203","海韻電","31.70","0.00 ","31.70","31.75","31.70","15,000","475,600","11","31.65","31.80","79,953,277","34.85","28.55"
"6204","艾華","20.20","+ 0.05 ","20.15","20.20","20.15","2,000","40,350","2","19.95","20.20","36,097,000","22.20","18.20"
"6207","雷科","22.35","+ 0.25 ","22.60","22.65","22.10","464,000","10,382,450","222","22.20","22.35","83,954,589","24.55","20.15"
"6210","慶生","38.50","- 0.15 ","38.40","38.50","38.15","26,000","995,900","18","38.45","38.65","35,048,000","42.35","34.65"
"6212","理銘","30.50","0.00 ","30.50","30.50","30.50","3,000","91,500","2","30.50","30.85","102,000,000","33.55","27.45"
"6217","中探針","39.80","- 0.60 ","40.50","40.80","39.70","543,000","21,774,000","378","39.80","40.00","61,823,055","43.75","35.85"
"6218","豪勉","18.15","- 0.50 ","18.60","18.60","18.15","152,000","2,794,750","113","18.15","18.20","64,262,000","19.95","16.35"
"6219","富旺","10.95","- 0.05 ","10.90","11.00","10.85","78,000","852,800","29","10.95","11.00","175,871,276","12.00","9.86"
"6220","岳豐","30.30","- 0.70 ","31.10","31.50","30.15","7,966,000","246,429,850","3,477","30.30","30.40","123,851,504","33.30","27.30"
"6221","晉泰"," ----","--- ","----","----","----","0","0","0","24.40","24.75","39,486,358","26.95","22.05"
"6223","旺矽","82.70","- 1.40 ","84.50","84.80","82.50","1,030,000","86,049,800","766","82.70","82.80","79,605,392","90.90","74.50"
"6227","茂綸","26.90","+ 0.30 ","26.80","27.10","26.60","361,000","9,692,750","178","26.90","26.95","76,111,786","29.55","24.25"
"6228","全譜","7.05","- 0.20 ","7.20","7.20","7.05","80,000","569,410","31","7.05","7.10","41,114,627","7.75","6.35"
"6229","研通","13.15","+ 0.05 ","13.20","13.20","13.10","13,000","170,700","7","13.15","13.20","36,087,700","14.45","11.85"
"6231","系微","29.90","- 0.45 ","30.60","30.60","29.80","118,000","3,537,450","79","29.85","29.95","38,043,488","32.85","26.95"
"6233","旺玖","10.55","+ 0.05 ","10.55","10.70","10.55","149,000","1,582,100","64","10.55","10.60","84,574,896","11.60","9.50"
"6234","高僑","19.20","- 0.05 ","19.30","19.45","19.15","214,000","4,126,700","100","19.20","19.25","92,864,383","21.10","17.30"
"6236","康呈"," ----","--- ","----","----","----","0","0","0","20.10","20.90","31,654,039","22.95","18.85"
"6237","驊訊","29.00","- 0.40 ","29.20","29.60","29.00","270,000","7,869,850","153","29.00","29.15","77,943,371","31.90","26.10"
"6238","勝麗","175.50","0.00 ","175.50","176.50","171.50","1,247,000","217,166,000","1,001","175.50","176.00","48,416,039","193.00","158.00"
"6241","易通展","16.50","+ 0.20 ","15.60","17.60","15.40","2,841,000","47,491,950","1,660","16.50","16.55","23,717,288","18.15","14.85"
"6242","立康"," ----","--- ","----","----","----","0","0","0","0.00","0.00","22,200,000","49.00","40.10"
"6244","茂迪","33.60","- 0.20 ","33.85","33.90","33.35","5,966,000","200,081,350","2,310","33.55","33.60","488,495,908","36.95","30.25"
"6245","立端","43.65","+ 0.05 ","43.30","44.05","43.25","798,000","34,954,900","485","43.65","43.70","98,977,969","48.00","39.30"
"6246","臺龍","3.90","0.00 ","3.90","3.95","3.90","366,000","1,435,750","74","3.80","3.90","135,937,563","4.29","3.51"
"6247","淇譽電","9.86","+ 0.36 ","9.76","9.91","9.56","53,000","519,420","26","9.80","9.86","60,321,000","10.80","8.88"
"6248","沛波","23.40","+ 0.10 ","23.65","23.65","23.40","6,000","140,650","5","23.50","23.70","30,675,184","25.70","21.10"
"6259","百徽","3.25","+ 0.10 ","3.10","3.26","3.10","43,000","138,800","10","3.15","3.25","72,936,430","3.57","2.93"
"6261","久元","48.30","+ 0.05 ","48.60","48.75","48.30","375,000","18,207,150","228","48.30","48.35","128,497,989","53.10","43.50"
"6263","普萊德","47.00","0.00 ","47.00","47.20","46.90","32,000","1,503,700","19","46.95","47.00","62,500,964","51.70","42.30"
"6264","富裔","9.03","- 0.07 ","8.73","9.11","8.73","68,000","613,070","39","9.00","9.03","116,355,291","9.93","8.13"
"6265","方土昶","7.47","- 0.33 ","7.80","7.80","7.39","1,044,000","7,833,280","351","7.47","7.49","118,172,151","8.21","6.73"
"6266","泰詠","12.60","- 0.10 ","12.65","12.65","12.55","78,000","983,400","42","12.55","12.60","92,197,356","13.85","11.35"
"6270","倍微","10.35","- 0.05 ","10.30","10.35","10.30","86,000","886,450","26","10.30","10.40","72,145,759","11.35","9.32"
"6274","台燿","32.90","- 3.65 ","36.10","36.30","32.90","9,486,000","322,423,000","4,397","32.90","32.95","241,800,308","36.15","29.65"
"6275","元山","14.35","- 0.30 ","14.75","14.80","14.35","144,000","2,104,200","91","14.35","14.60","54,416,144","15.75","12.95"
"6276","安鈦克","8.12","- 0.10 ","8.11","8.17","8.00","22,000","177,360","9","8.05","8.13","33,733,000","8.93","7.31"
"6279","胡連","154.00","+ 0.50 ","154.50","156.50","154.00","241,000","37,395,000","200","154.00","154.50","97,158,005","169.00","139.00"
"6284","佳邦","21.15","- 0.15 ","21.30","21.45","21.15","86,000","1,826,750","44","21.15","21.30","102,558,254","23.25","19.05"
"6287","元隆","2.95","+ 0.08 ","2.87","2.95","2.71","21,000","60,590","8","2.71","2.95","182,568,845","3.24","2.66"
"6290","良維","29.85","- 0.15 ","30.00","30.00","29.45","334,000","9,927,000","182","29.60","29.85","131,056,770","32.80","26.90"
"6291","沛亨","2.41","+ 0.14 ","2.40","2.41","2.40","9,000","21,610","4","2.41","0.00","29,400,000","2.65","2.17"
"6292","迅德","27.30","- 0.10 ","27.35","27.35","27.30","11,000","300,550","9","27.25","27.30","46,900,712","30.00","24.60"
"6294","智基","110.50","- 1.00 ","111.50","112.50","109.00","135,000","14,936,500","103","110.00","110.50","20,262,000","121.50","99.50"
"6298","崴強","14.90","- 0.10 ","15.10","15.10","14.80","116,000","1,737,250","54","14.90","14.95","168,951,974","16.35","13.45"
"6404","通訊-KY","16.05","- 0.30 ","16.35","16.40","16.00","104,000","1,677,850","70","16.00","16.15","37,904,000","17.65","14.45"
"6411","晶焱","53.80","0.00 ","54.60","55.20","53.70","2,939,000","160,548,700","1,616","53.80","53.90","65,928,000","59.10","48.45"
"6417","韋僑","31.95","+ 0.35 ","31.60","31.95","31.50","43,000","1,362,050","26","31.75","31.90","35,614,000","35.10","28.80"
"6419","京晨科","15.50","+ 0.05 ","15.45","15.50","15.45","7,000","108,250","4","15.30","15.55","22,045,170","17.05","13.95"
"6426","統新","36.00","+ 0.05 ","36.00","36.00","35.75","11,000","395,500","8","35.80","36.10","32,290,000","39.60","32.40"
"6432","今展科","27.60","- 0.60 ","27.65","27.75","27.55","10,000","276,000","9","27.60","27.85","19,530,440","30.35","24.85"
"6435","大中","42.10","- 0.15 ","42.25","42.30","41.50","110,000","4,604,650","92","42.05","42.10","33,063,000","46.30","37.90"
"6446","藥華藥","187.50","- 1.00 ","190.00","190.00","186.00","648,000","121,660,000","519","187.00","188.00","218,529,590","206.00","169.00"
"6457","紘康","32.30","0.00 ","32.35","32.50","32.30","21,000","681,050","15","32.10","32.30","28,709,112","35.50","29.10"
"6462","神盾","230.50","+ 9.50 ","227.50","232.00","227.50","859,000","197,451,000","760","230.00","230.50","68,839,254","253.50","207.50"
"6465","威潤","59.80","+ 0.30 ","59.90","59.90","59.80","2,000","119,700","2","58.30","59.70","24,369,703","65.70","53.90"
"6469","大樹","77.60","+ 0.40 ","77.00","77.60","77.00","16,000","1,235,200","6","77.10","78.80","26,523,000","85.30","69.90"
"6470","宇智","50.00","- 0.60 ","51.30","51.30","50.00","125,000","6,282,400","84","50.00","50.30","32,009,100","55.00","45.00"
"6482","弘煜科","65.90","+ 1.90 ","65.70","66.10","65.00","21,000","1,378,400","21","65.40","65.90","14,022,000","72.40","59.40"
"6485","點序","53.80","- 2.30 ","56.10","56.10","53.40","589,000","32,077,100","383","53.80","53.90","30,445,500","59.10","48.45"
"6486","互動","39.10","- 1.10 ","40.30","40.60","39.10","402,000","15,929,700","271","39.10","39.40","46,180,000","43.00","35.20"
"6488","環球晶","75.70","- 1.10 ","76.50","76.50","75.40","425,000","32,254,300","297","75.60","75.70","369,250,000","83.20","68.20"
"6494","九齊","35.30","- 0.10 ","35.50","35.85","35.30","75,000","2,663,100","57","35.30","35.40","26,559,690","38.80","31.80"
"6496","科懋","66.30","- 1.40 ","67.50","67.50","66.10","75,000","4,985,400","58","66.30","66.50","46,667,000","72.90","59.70"
"6499","益安","154.00","- 4.00 ","156.00","158.00","154.00","62,000","9,663,000","55","154.00","155.00","50,735,304","169.00","139.00"
"6506","雙邦","23.15","- 0.35 ","23.60","23.65","23.15","364,000","8,494,600","189","23.15","23.25","76,856,968","25.45","20.85"
"6508","惠光","27.00","+ 0.20 ","26.85","27.00","26.85","61,000","1,644,450","35","26.90","26.95","81,160,958","29.70","24.30"
"6509","聚和","18.75","0.00 ","18.90","19.00","18.65","1,916,000","36,108,700","876","18.70","18.75","162,765,566","20.60","16.90"
"6510","精測","1095.00","- 45.00 ","1135.00","1135.00","1080.00","558,000","614,985,000","531","1095.00","1100.00","30,789,022","1200.00","986.00"
"6512","啟發電","44.00","- 0.40 ","44.30","44.80","43.60","34,000","1,490,950","23","43.65","43.90","25,000,000","48.40","39.60"
"6514","芮特-KY","33.70","- 0.20 ","34.05","34.05","33.70","14,000","474,950","10","33.60","34.00","21,358,700","37.05","30.35"
"6523","達爾膚","234.50","- 4.00 ","240.00","240.00","233.00","163,000","38,307,500","139","234.50","235.00","45,815,625","257.50","211.50"
"6532","瑞耘","30.00","- 0.90 ","31.30","32.00","29.60","861,000","26,388,150","551","29.90","30.20","31,626,725","33.00","27.00"
"6535","順藥","66.20","+ 2.60 ","64.00","67.80","63.60","2,908,000","192,080,600","2,008","66.20","66.30","94,230,400","72.80","59.60"
"6542","隆中","83.50","- 2.50 ","85.00","85.40","83.20","55,000","4,608,000","46","83.30","84.00","30,000,600","91.80","75.20"
